KOI,pRad,pRad_err,pPer,pPer_err,pNum 
id,earth_rad,earth_rad,days,days,int 
K00003.01,4.737,0.1945,4.887802706,1.77e-07,1.0 
K00007.01,4.22,0.12,3.213668628,1.12e-06,1.0 
K00041.01,2.221,0.022,12.81588378,1.84e-05,1.0 
K00041.02,1.305,0.03,6.88706037,2.04e-05,2.0 
K00041.03,1.514,0.034,35.3330866,0.0002155,3.0 
K00046.01,5.986,0.2645,3.487689428,1.13e-06,1.0 
K00046.02,1.249,0.0955,6.02979518,7.05e-05,2.0 
K00049.01,3.769,0.216,8.313783059,7.66e-06,1.0 
K00063.01,6.0883,0.4949,9.434151089,2.05e-06,1.0 
K00069.01,1.477,0.033,4.726739475,1.49e-06,1.0 
K00070.01,2.868,0.156,10.85409784,4.4e-06,1.0 
K00070.02,1.708,0.074,3.696119675,2.31e-06,2.0 
K00070.03,2.488,0.1105,77.6115987,0.0001357,3.0 
K00070.04,0.805,0.043,6.09853672,2.84e-05,4.0 
K00070.05,0.863,0.0515,19.5776286,0.000124,5.0 
K00072.02,2.323,0.028,45.29431717,5.28e-05,1.0 
K00072.01,1.473,0.026,0.837491331,2.72e-07,2.0 
K00082.01,2.43,0.164,16.14569077,6.65e-06,1.0 
K00082.02,1.314,0.0915,10.31173752,1.03e-05,2.0 
K00082.03,0.8002,0.0707,27.4537294,0.0001033,3.0 
K00082.04,0.5879,0.0523,7.07136076,2.57e-05,4.0 
K00084.01,2.296,0.046,9.286968825,3.88e-06,1.0 
K00087.01,1.806,0.0975,289.864456,0.001289,1.0 
K00092.01,3.0,0.029,65.70460002,8.82e-05,1.0 
K00102.01,3.5799,0.13,1.735136026,2.84e-07,1.0 
K00103.01,2.56,0.4014,14.91094205,1.15e-05,1.0 
K00104.01,3.186,0.111,2.508057352,3.62e-07,1.0 
K00105.01,3.51,0.192,8.981016833,3.16e-06,1.0 
K00107.01,3.44,0.152,7.256965224,5.77e-06,1.0 
K00108.01,3.476,0.1,15.96533687,1.35e-05,1.0 
K00108.02,5.319,0.039,179.6076602,0.0002824,2.0 
K00111.01,2.481,0.052,11.42754563,8.59e-06,1.0 
K00111.03,2.752,0.1215,51.75529576,8.42e-05,2.0 
K00111.02,2.446,0.173,23.66836427,2.98e-05,3.0 
K00112.01,2.9601,0.1615,51.07926307,6.35e-05,1.0 
K00112.02,1.2639,0.3254,3.709213846,6.33e-06,2.0 
K00115.01,2.802,0.1403,5.41220713,2.49e-06,1.0 
K00115.02,1.4975,0.1815,7.12594591,1.25e-05,2.0 
K00115.03,0.522,0.1396,3.4358789,3.47e-05,3.0 
K00116.01,2.737,0.0495,13.57076622,1.62e-05,1.0 
K00116.02,2.969,0.2255,43.84444353,9.69e-05,2.0 
K00116.04,1.0335,0.2505,23.9802348,0.0001833,3.0 
K00116.03,0.8824,0.1118,6.16491696,4.87e-05,4.0 
K00117.01,2.92,0.0936,14.74913518,2.22e-05,1.0 
K00117.03,1.581,0.1,3.180024635,6.56e-06,2.0 
K00117.02,1.664,0.056,4.90143807,1.04e-05,3.0 
K00117.04,1.064,0.064,7.95830216,5.98e-05,4.0 
K00118.01,2.26,0.062,24.99324193,6.5e-05,1.0 
K00122.01,3.29,0.09,11.52306995,9.11e-06,1.0 
K00123.01,2.338,0.094,6.481628092,5.55e-06,1.0 
K00123.02,2.634,0.034,21.22258525,2.81e-05,2.0 
K00124.02,2.379,0.043,31.71982498,6.04e-05,1.0 
K00124.01,1.979,0.1105,12.69105209,2.26e-05,2.0 
K00137.02,5.198,0.0925,14.85891269,3.76e-06,1.0 
K00137.01,4.295,0.2205,7.641571533,1.79e-06,2.0 
K00137.03,1.778,0.18,3.504687554,3.58e-06,3.0 
K00139.01,6.978,0.176,224.7782093,0.0003047,1.0 
K00139.02,1.519,0.306,3.341802938,7.02e-06,2.0 
K00141.01,5.6806,0.1625,2.624234598,4.07e-07,1.0 
K00142.01,3.823,0.5311,10.91610834,4.88e-06,1.0 
K00144.01,3.094,0.254,4.176255514,1.84e-06,1.0 
K00148.02,2.552,0.224,9.673953474,5.62e-06,1.0 
K00148.01,1.79,0.11,4.778004028,3.55e-06,2.0 
K00148.03,1.937,0.0805,42.89605505,9.65e-05,3.0 
K00150.01,2.562,0.0905,8.408876951,5.98e-06,1.0 
K00150.02,2.603,0.111,28.5742649,3.79e-05,2.0 
K00153.01,2.545,0.1165,8.925076369,6.26e-06,1.0 
K00153.02,2.164,0.1805,4.75400115,2.95e-06,2.0 
K00155.01,4.512,0.138,5.660672935,3.73e-06,1.0 
K00156.03,2.76,0.2645,11.77613846,6.34e-06,1.0 
K00156.01,1.715,0.18,8.041331208,8.01e-06,2.0 
K00156.02,1.33,0.0775,5.188561757,5.61e-06,3.0 
K00157.03,4.327,0.061,31.99550624,2.84e-05,1.0 
K00157.02,3.358,0.251,22.68714105,2.51e-05,2.0 
K00157.01,3.024,0.15,13.02492819,1.3e-05,3.0 
K00157.05,3.567,0.133,118.378379,0.0003111,4.0 
K00157.04,2.643,0.1575,46.6858024,0.00013,5.0 
K00157.06,1.928,0.122,10.30400497,1.69e-05,6.0 
K00159.01,2.72,0.089,8.99088871,1.12e-05,1.0 
K00159.02,1.0373,0.181,2.403643296,7.22e-06,2.0 
K00161.01,2.65,0.1094,3.105508189,1.04e-06,1.0 
K00162.01,3.5737,0.201,14.00640607,1.79e-05,1.0 
K00163.01,1.8323,0.5012,11.11990653,1.16e-05,1.0 
K00165.01,2.6465,0.1915,13.2217576,1.39e-05,1.0 
K00166.01,2.026,0.2619,12.49341307,1.36e-05,1.0 
K00168.01,3.12,0.1677,10.74242766,1.85e-05,1.0 
K00168.02,2.235,0.1,15.27438229,3.99e-05,2.0 
K00168.03,1.694,0.088,7.10694385,3.04e-05,3.0 
K00172.01,2.903,0.076,13.72237104,1.85e-05,1.0 
K00172.02,2.247,0.1315,242.46712,0.003115,2.0 
K00173.01,2.847,0.1215,10.06082567,1.52e-05,1.0 
K00174.01,2.944,0.2605,56.35418576,9.37e-05,1.0 
K00177.01,1.9146,0.264,21.06075647,6.26e-05,1.0 
K00180.01,2.285,0.236,10.04556931,7.2e-06,1.0 
K00191.01,11.426,0.1055,15.3587684,2.21e-06,1.0 
K00191.02,2.358,0.5715,2.418405445,2.38e-06,2.0 
K00191.03,1.255,0.131,0.708620008,1.41e-06,3.0 
K00191.04,2.172,0.0795,38.6519976,0.0002517,4.0 
K00209.01,12.209,0.1315,50.79034619,2.35e-05,1.0 
K00209.02,8.504,0.6085,18.79590048,1.17e-05,2.0 
K00232.01,6.017,0.533,12.46599556,5.61e-06,1.0 
K00232.02,2.423,0.279,5.76616658,1.11e-05,2.0 
K00232.04,2.549,0.1155,37.9963981,0.0004161,3.0 
K00232.03,2.328,0.131,21.5878875,0.0001205,4.0 
K00232.05,2.369,0.12,56.2587885,0.0003964,5.0 
K00237.01,2.855,0.124,8.508324398,9.11e-06,1.0 
K00241.01,2.2486,0.136,13.82139306,2.21e-05,1.0 
K00241.02,1.2833,0.2326,30.9507608,0.0001953,2.0 
K00241.03,0.8244,0.1723,3.41045424,1.31e-05,3.0 
K00245.01,1.922,0.0732,39.79223792,2.22e-05,1.0 
K00245.02,0.705,0.024,21.30199109,5.43e-05,2.0 
K00246.01,2.32,0.012,5.398753927,1.84e-06,1.0 
K00246.02,0.9831,0.014,9.60503867,3.23e-05,2.0 
K00261.01,2.647,0.099,16.23846777,7.27e-06,1.0 
K00265.01,1.313,0.1303,3.568096926,7.07e-06,1.0 
K00270.01,2.056,0.08,12.5822799,2.68e-05,1.0 
K00270.02,2.764,0.1145,33.67276962,9.12e-05,2.0 
K00273.01,2.38,0.069,10.57375703,7.61e-06,1.0 
K00274.01,1.477,0.086,15.08960174,4.43e-05,1.0 
K00274.02,1.338,0.094,22.8029808,0.0001078,2.0 
K00275.01,2.409,0.0725,15.79193725,3.57e-05,1.0 
K00275.02,2.522,0.0735,82.2000105,0.0004306,2.0 
K00276.01,2.453,0.04,41.74600392,4.44e-05,1.0 
K00277.01,3.689,0.066,16.23192004,1.42e-05,1.0 
K00277.02,1.514,0.1125,13.84984283,5.93e-05,2.0 
K00280.01,2.19,0.159,11.87290083,6.59e-06,1.0 
K00281.01,2.35,0.0765,19.55659418,3.61e-05,1.0 
K00282.01,2.811,0.068,27.50867519,2.05e-05,1.0 
K00282.02,0.976,0.077,8.45746707,2.3e-05,2.0 
K00282.03,1.31,0.084,87.5174361,0.0005158,3.0 
K00283.01,2.101,0.045,16.09197176,1.09e-05,1.0 
K00283.02,0.818,0.13,25.5170646,0.0001964,2.0 
K00284.02,1.211,0.158,6.41490515,1.32e-05,1.0 
K00284.03,1.0119,0.0555,6.17828255,3.88e-05,2.0 
K00284.01,1.3712,0.1153,18.01017554,4.4e-05,3.0 
K00284.04,1.1034,0.0999,110.2869374,0.000878,4.0 
K00285.01,3.65,0.122,13.7488263,1.26e-05,1.0 
K00285.02,2.455,0.1087,26.72320599,7.51e-05,2.0 
K00285.03,2.067,0.13,49.3568849,0.0003548,3.0 
K00289.02,9.21,0.053,296.637865,0.0004472,1.0 
K00289.01,3.815,0.056,26.62946276,4.87e-05,2.0 
K00291.01,3.181,0.454,31.51780202,9.47e-05,1.0 
K00291.02,1.7929,0.1775,8.13000457,2.44e-05,2.0 
K00292.01,1.468,0.29,2.586638081,2.52e-06,1.0 
K00294.01,2.32,0.2596,34.43587975,8.26e-05,1.0 
K00295.01,1.6474,0.068,5.317435416,5.26e-06,1.0 
K00295.02,1.0404,0.1095,10.10575303,3.22e-05,2.0 
K00296.01,2.541,0.1335,28.86235584,6.74e-05,1.0 
K00299.01,1.581,0.0909,1.541676628,1.2e-06,1.0 
K00301.01,2.45,0.18,6.002535939,9.3e-06,1.0 
K00301.02,1.2936,0.0735,11.4485946,8.06e-05,2.0 
K00303.01,2.759,0.306,60.92832271,7.05e-05,1.0 
K00304.01,2.252,0.2155,8.512035877,4.5e-06,1.0 
K00304.02,0.5345,0.123,5.5181712,7.22e-05,2.0 
K00305.01,1.511,0.101,4.603578042,3.78e-06,1.0 
K00306.01,2.163,0.0581,24.3078946,2.45e-05,1.0 
K00307.01,1.6009,0.071,19.67416124,5.25e-05,1.0 
K00307.02,1.0735,0.1135,5.21104261,1.23e-05,2.0 
K00313.01,2.258,0.2075,18.73575579,2.23e-05,1.0 
K00313.02,1.614,0.0891,8.43639364,1.07e-05,2.0 
K00315.01,2.037,0.166,35.58355458,3.37e-05,1.0 
K00316.01,2.416,0.1265,15.77111583,1.86e-05,1.0 
K00316.03,1.946,0.094,7.305699922,9.11e-06,2.0 
K00316.02,2.425,0.1065,157.0654802,0.0006271,3.0 
K00321.01,1.56,0.1655,2.426300839,2.35e-06,1.0 
K00321.02,0.851,0.115,4.62333557,1.63e-05,2.0 
K00323.01,1.874,0.1335,5.835983111,4.66e-06,1.0 
K00327.01,1.506,0.047,3.254274054,4.52e-06,1.0 
K00327.02,1.708,0.146,91.3515867,0.0007106,2.0 
K00330.01,2.756,0.07,7.97419807,2.04e-05,1.0 
K00330.02,1.235,0.0905,1.88897906,1.07e-05,2.0 
K00332.01,2.58,0.1295,5.458498316,9.07e-06,1.0 
K00332.02,1.063,0.076,6.8667851,0.0001038,2.0 
K00337.01,2.28,0.237,19.78297415,6.53e-05,1.0 
K00337.02,1.994,0.0765,154.607419,0.004279,2.0 
K00338.01,1.501,0.1105,7.01062745,1.2e-05,1.0 
K00338.02,0.7164,0.1295,3.10763873,1.44e-05,2.0 
K00339.01,1.7152,0.1705,1.980357663,2.32e-06,1.0 
K00339.02,1.7862,0.0703,12.8345022,3.66e-05,2.0 
K00339.03,1.8401,0.1402,35.8657306,0.0003418,3.0 
K00341.01,2.557,0.2281,7.170732075,7.99e-06,1.0 
K00341.02,1.629,0.2362,4.699653236,7.95e-06,2.0 
K00343.01,2.507,0.116,4.761705259,3.25e-06,1.0 
K00343.02,1.768,0.0805,2.024145594,1.87e-06,2.0 
K00343.03,1.526,0.175,41.8087668,0.000592,3.0 
K00344.01,2.951,0.164,39.30941904,4.83e-05,1.0 
K00345.01,2.754,0.0795,29.88485741,3.25e-05,1.0 
K00346.01,2.562,0.128,12.92491623,1.23e-05,1.0 
K00348.01,3.369,0.166,28.51120525,2.32e-05,1.0 
K00349.01,3.2429,0.2015,14.3868109,1.7e-05,1.0 
K00350.01,1.95,0.2585,12.99063496,2.09e-05,1.0 
K00351.01,10.987,0.4654,331.6011081,0.0007116,1.0 
K00351.06,1.302,0.095,7.00828076,4.4e-05,2.0 
K00351.07,3.0086,0.476,124.916337,0.001443,3.0 
K00351.02,7.766,0.077,210.6031105,0.0003821,4.0 
K00351.03,2.866,0.4016,59.7370348,0.0002643,5.0 
K00351.04,2.646,0.337,91.9404603,0.0005864,6.0 
K00351.05,1.544,0.139,8.71982853,6.25e-05,7.0 
K00352.01,3.329,0.133,27.08247084,9.99e-05,1.0 
K00352.02,2.348,0.0845,16.00749754,5.69e-05,2.0 
K00356.01,3.079,0.3355,1.827082299,4.44e-07,1.0 
K00361.01,1.378,0.3814,3.247555219,5.26e-06,1.0 
K00365.01,2.135,0.164,81.73780699,9.33e-05,1.0 
K00367.01,4.72,0.066,31.57865934,7.22e-06,1.0 
K00373.01,2.419,0.091,135.1878234,0.0003679,1.0 
K00374.01,2.947,0.15,172.7049784,0.0005356,1.0 
K00377.01,7.974,0.1055,19.27082403,4.31e-06,1.0 
K00377.02,8.214,0.064,38.90787517,1.36e-05,2.0 
K00377.03,1.527,0.34,1.59295975,2.29e-06,3.0 
K00385.01,1.7023,0.3555,13.14497566,3.49e-05,1.0 
K00386.01,3.194,0.077,31.15879749,6.54e-05,1.0 
K00386.02,2.763,0.1443,76.7325168,0.0003523,2.0 
K00387.01,2.543,0.1485,13.89961966,1.1e-05,1.0 
K00388.01,3.367,0.1435,6.14955299,1.2e-05,1.0 
K00392.01,3.262,0.202,33.4160034,0.0003038,1.0 
K00392.02,1.453,0.1565,12.6109708,0.0002013,2.0 
K00401.01,4.371,0.4115,29.1989838,2.41e-05,1.0 
K00401.02,4.3587,0.115,160.0200597,0.0004982,2.0 
K00401.03,1.753,0.1995,55.3285813,0.0004727,3.0 
K00408.01,3.291,0.4253,7.381977254,6.18e-06,1.0 
K00408.02,2.637,0.1045,12.56092796,2.23e-05,2.0 
K00408.03,2.9288,0.161,30.8264713,0.0001168,3.0 
K00408.04,1.161,0.1395,3.42804168,1.27e-05,4.0 
K00409.01,2.836,0.2894,13.24934059,2.1e-05,1.0 
K00416.01,3.158,0.077,18.20795693,1.4e-05,1.0 
K00416.02,2.5745,0.208,88.2553544,0.0002069,2.0 
K00416.03,0.803,0.227,9.74768026,8.44e-05,3.0 
K00427.01,3.6915,0.2145,24.61482073,3.05e-05,1.0 
K00427.02,2.501,0.0655,42.9495649,0.0001543,2.0 
K00427.03,2.252,0.3026,117.040498,0.001777,3.0 
K00431.01,2.402,0.1295,18.87021566,2.76e-05,1.0 
K00431.02,2.1302,0.129,46.9025112,0.0001602,2.0 
K00433.01,4.574,0.113,4.030468037,1.64e-06,1.0 
K00433.02,11.22,0.1807,328.2399546,0.0003646,2.0 
K00435.01,4.451,0.2205,20.54981883,2.57e-05,1.0 
K00435.05,3.358,0.529,62.3027873,0.0002867,2.0 
K00435.04,1.652,0.3255,3.93276465,1.23e-05,3.0 
K00435.03,2.605,0.319,33.0405635,0.0001396,4.0 
K00435.06,1.453,0.0905,9.91935684,7.79e-05,5.0 
K00439.01,4.617,0.144,1.902208556,4.1e-07,1.0 
K00440.01,2.38,0.087,15.90686437,2.48e-05,1.0 
K00440.02,2.491,0.203,4.973451411,4.74e-06,2.0 
K00442.01,2.32,0.114,13.54056874,3.5e-05,1.0 
K00442.02,1.462,0.2245,1.732345491,3.29e-06,2.0 
K00442.03,1.5317,0.1155,7.02573474,2.39e-05,3.0 
K00444.01,2.013,0.075,11.72292176,2.38e-05,1.0 
K00446.01,2.182,0.1708,16.70920692,3.63e-05,1.0 
K00446.02,1.895,0.0995,28.55156868,9.6e-05,2.0 
K00448.01,2.22,0.233,10.13961841,1.37e-05,1.0 
K00448.02,2.695,0.234,43.58642609,7.38e-05,2.0 
K00456.01,3.768,0.105,13.69941722,1.55e-05,1.0 
K00456.02,1.848,0.13,4.30920108,2.67e-05,2.0 
K00457.01,2.028,0.174,4.921354681,3.8e-06,1.0 
K00457.02,2.238,0.094,7.064256441,6.61e-06,2.0 
K00459.01,3.912,0.0925,19.44638698,2.54e-05,1.0 
K00459.02,1.682,0.165,6.91986734,2.57e-05,2.0 
K00464.01,6.567,0.3545,58.3620495,3.23e-05,1.0 
K00464.02,2.431,0.195,5.350161983,4.44e-06,2.0 
K00474.01,2.69,0.341,10.94577222,1.91e-05,1.0 
K00474.02,2.3502,0.113,28.9868326,0.000103,2.0 
K00474.03,3.5684,0.2045,94.885768,0.001025,3.0 
K00474.04,1.3885,0.2232,5.03506543,1.74e-05,4.0 
K00475.01,2.042,4.9264,8.18086953,1.63e-05,1.0 
K00475.02,2.1617,0.141,15.31297659,3.17e-05,2.0 
K00479.01,3.014,0.238,34.18890521,6.02e-05,1.0 
K00481.01,2.416,0.181,7.650241916,6.45e-06,1.0 
K00481.02,1.667,0.1375,1.554003928,1.44e-06,2.0 
K00481.03,2.523,0.111,34.25951372,7.28e-05,3.0 
K00486.01,2.878,0.0775,22.18329658,4.59e-05,1.0 
K00490.01,1.519,0.1225,4.393156523,5.73e-06,1.0 
K00490.03,1.466,0.1385,7.40610775,1.53e-05,2.0 
K00490.04,1.193,0.0765,21.8038763,0.0001268,3.0 
K00500.01,2.592,0.08,7.053514449,6.11e-06,1.0 
K00500.02,2.594,0.2075,9.521650159,9.39e-06,2.0 
K00500.03,1.561,0.113,3.072149196,5.71e-06,3.0 
K00500.05,1.432,0.115,0.986787059,1.58e-06,4.0 
K00500.04,1.602,0.0725,4.645397088,9.82e-06,5.0 
K00505.01,2.156,0.0645,13.76708539,3.1e-05,1.0 
K00505.05,2.6762,0.075,87.0905994,0.0003425,2.0 
K00505.02,1.2623,0.1905,6.19543693,2.5e-05,3.0 
K00505.04,1.6461,0.2266,8.34818817,3.05e-05,4.0 
K00505.03,1.1126,0.1103,3.25058053,1.17e-05,5.0 
K00508.01,2.965,0.1943,7.930587745,9.74e-06,1.0 
K00508.02,2.774,0.102,16.66591162,3.04e-05,2.0 
K00509.01,2.723,0.3315,4.166962173,4.14e-06,1.0 
K00509.02,2.98,0.14,11.4634736,1.57e-05,2.0 
K00509.03,2.204,0.14,39.6027551,0.0003412,3.0 
K00510.01,2.614,0.1605,2.940304111,4.43e-06,1.0 
K00510.02,2.917,0.134,6.38901755,1.41e-05,2.0 
K00510.03,2.5665,0.2315,14.62698952,6.22e-05,3.0 
K00510.04,2.804,0.289,35.1185226,0.0001872,4.0 
K00511.01,2.778,0.3045,8.005783665,9.2e-06,1.0 
K00511.02,1.512,0.3362,4.26374847,1.37e-05,2.0 
K00517.01,2.555,0.1385,2.752359753,1.42e-06,1.0 
K00518.01,1.9375,0.088,13.98177228,1.39e-05,1.0 
K00518.03,2.572,0.1855,247.354265,0.001396,2.0 
K00518.02,1.752,0.1605,44.0004287,0.0001377,3.0 
K00519.01,3.093,0.1335,11.90350858,2.96e-05,1.0 
K00519.02,3.335,0.084,34.0350559,0.000141,2.0 
K00520.01,2.482,0.184,12.75934834,1.75e-05,1.0 
K00520.03,2.7061,0.2075,25.75260028,6.39e-05,2.0 
K00520.02,1.3196,0.157,5.43312169,1.69e-05,3.0 
K00520.04,1.4311,0.2884,51.16579,0.0006432,4.0 
K00523.01,9.13,0.1158,49.41117582,6.31e-05,1.0 
K00523.02,3.619,0.1383,36.8568008,0.0001623,2.0 
K00528.01,2.4,0.495,9.57666498,1.11e-05,1.0 
K00528.02,2.746,0.2155,96.6781926,0.0002802,2.0 
K00528.03,2.49,0.112,20.55280793,3.51e-05,3.0 
K00534.01,2.573,0.1385,6.400147394,8.85e-06,1.0 
K00534.02,1.694,0.289,2.735903375,4.8e-06,2.0 
K00543.01,2.188,0.2318,4.302143627,4.72e-06,1.0 
K00543.02,1.395,0.0855,3.137848829,7.8e-06,2.0 
K00546.01,4.148,0.1805,20.68422311,5.2e-05,1.0 
K00546.02,3.358,0.0825,9.82578435,3.72e-05,2.0 
K00548.01,3.375,0.4135,21.30022655,4.19e-05,1.0 
K00550.01,2.309,0.337,13.02365861,2.73e-05,1.0 
K00551.01,2.572,0.1705,11.63701734,3.19e-05,1.0 
K00551.02,2.4914,0.116,5.6879831,1.25e-05,2.0 
K00555.02,2.8556,0.1485,86.4947807,0.0004794,1.0 
K00555.01,1.5029,0.2622,3.70175428,9.71e-06,2.0 
K00561.01,1.856,0.2387,5.378868441,7.27e-06,1.0 
K00564.02,10.319,0.1283,127.9075774,0.0004999,1.0 
K00564.01,3.531,0.1385,21.05358596,8.94e-05,2.0 
K00564.03,2.332,0.866,6.2171292,4.23e-05,3.0 
K00567.01,2.3966,0.2795,10.68757479,1.37e-05,1.0 
K00567.02,2.0174,0.191,20.30302457,5.68e-05,2.0 
K00567.03,2.497,0.1966,29.02235261,8.86e-05,3.0 
K00568.01,1.4471,0.167,3.383538066,5.11e-06,1.0 
K00568.02,0.845,0.24,2.358951515,8.37e-06,2.0 
K00569.01,1.771,0.1235,20.72913358,6.67e-05,1.0 
K00569.02,1.021,0.0535,1.632918853,3.46e-06,2.0 
K00572.01,3.761,0.1503,10.64022272,2.92e-05,1.0 
K00572.02,1.6185,0.056,4.93886507,3.66e-05,2.0 
K00573.01,2.853,0.3125,5.996534997,8.89e-06,1.0 
K00573.02,1.574,0.2517,2.061907358,5.17e-06,2.0 
K00574.01,2.743,0.258,20.13488968,3.56e-05,1.0 
K00574.02,1.3791,0.0975,10.39990194,4.98e-05,2.0 
K00577.01,2.165,0.2285,39.6769617,0.0002515,1.0 
K00577.02,0.863,0.1232,0.638163204,1.68e-06,2.0 
K00579.01,1.4635,0.299,2.020001021,2.55e-06,1.0 
K00579.02,1.5016,0.058,3.763042361,5.82e-06,2.0 
K00582.01,2.3506,0.1214,5.945041017,7.63e-06,1.0 
K00582.02,2.1932,0.1287,17.73852054,6.58e-05,2.0 
K00582.03,1.3931,0.1945,9.93967857,5.36e-05,3.0 
K00584.01,2.793,0.281,9.92672514,1.21e-05,1.0 
K00584.02,2.669,0.1274,21.22347296,5.16e-05,2.0 
K00584.03,1.1846,0.2205,6.47027579,4.32e-05,3.0 
K00590.01,2.162,0.2795,11.38839971,3.51e-05,1.0 
K00590.02,2.542,0.1343,50.6984448,0.0002245,2.0 
K00597.01,2.496,0.119,17.30797625,5.26e-05,1.0 
K00597.02,1.443,0.14,2.092269993,6.31e-06,2.0 
K00597.03,2.334,0.142,52.8147284,0.0003467,3.0 
K00598.01,2.202,0.0875,8.30784498,1.16e-05,1.0 
K00598.02,1.751,0.143,34.0962295,0.0002118,2.0 
K00600.01,2.423,0.105,3.595769645,8.82e-06,1.0 
K00600.02,3.363,0.101,294.055263,0.007495,2.0 
K00601.01,2.664,0.148,5.404272197,5.55e-06,1.0 
K00601.02,3.901,0.211,11.67894845,9.83e-06,2.0 
K00601.03,1.5243,0.141,1.208465026,1.67e-06,3.0 
K00612.02,2.3246,0.4955,47.42766,0.0001187,1.0 
K00612.01,1.9995,0.1268,20.73991798,4e-05,2.0 
K00612.03,2.99,0.1938,122.0799221,0.0005163,3.0 
K00620.02,8.954,0.1683,130.177466,9.84e-05,1.0 
K00620.01,6.56,0.4535,45.15530074,2.48e-05,2.0 
K00620.03,5.7364,0.419,85.3165776,0.0002284,3.0 
K00623.03,1.064,0.308,5.59931973,1.29e-05,1.0 
K00623.01,1.208,5.8951,10.34971385,2.99e-05,2.0 
K00623.02,1.244,0.038,15.67756112,6.22e-05,3.0 
K00623.04,0.983,0.048,25.2099845,0.0002362,4.0 
K00624.01,2.625,0.049,17.79002419,2.16e-05,1.0 
K00624.03,1.393,0.048,1.31184443,1.33e-06,2.0 
K00624.02,2.826,0.1185,49.5675359,0.0001239,3.0 
K00626.01,2.497,0.069,14.58649607,2.88e-05,1.0 
K00626.02,1.011,0.2655,8.02918943,9.8e-05,2.0 
K00627.01,2.935,0.2395,7.75192492,1.06e-05,1.0 
K00627.02,1.552,0.075,4.1653651,1.3e-05,2.0 
K00628.01,1.9277,0.2,14.48585199,2.36e-05,1.0 
K00629.01,3.176,0.085,40.6994443,0.0001783,1.0 
K00632.01,1.33,0.1582,7.2385854,1.18e-05,1.0 
K00633.01,4.244,0.32,161.4743937,0.0009011,1.0 
K00635.01,2.581,0.066,16.71987223,2.43e-05,1.0 
K00638.01,3.027,0.409,23.64219092,2.47e-05,1.0 
K00638.02,3.4895,0.1555,67.0932997,0.0001353,2.0 
K00640.01,2.3224,0.134,30.99660733,4.76e-05,1.0 
K00645.02,2.0469,0.279,23.783247,0.0001376,1.0 
K00645.01,1.814,0.2746,8.50340718,2.68e-05,2.0 
K00650.01,2.3555,0.3475,11.95475266,9.02e-06,1.0 
K00654.01,1.894,0.3082,8.59479202,2.47e-05,1.0 
K00654.02,1.5405,0.1937,10.22214214,3.33e-05,2.0 
K00657.01,1.552,0.22,4.069428401,4.32e-06,1.0 
K00657.02,1.906,0.1495,16.28248353,2.58e-05,2.0 
K00658.01,2.508,0.076,3.162691238,2.55e-06,1.0 
K00658.02,2.4748,0.095,5.370645868,5.63e-06,2.0 
K00658.03,1.317,0.1605,11.32975018,5.81e-05,3.0 
K00661.01,2.241,0.2409,14.40094471,3.58e-05,1.0 
K00661.02,1.3956,0.08,25.661658,0.0002527,2.0 
K00662.01,2.806,0.2325,10.21420496,2.13e-05,1.0 
K00664.01,1.766,0.14,13.13745719,4.22e-05,1.0 
K00664.02,1.1994,0.1315,7.78200916,3.69e-05,2.0 
K00664.03,1.028,0.1305,23.4432353,0.0002643,3.0 
K00665.01,3.96,0.1476,5.868068017,5.76e-06,1.0 
K00665.02,1.889,0.1344,1.611887177,3.5e-06,2.0 
K00665.03,1.815,0.274,3.071545396,9.91e-06,3.0 
K00666.01,2.847,0.137,22.24813967,3.52e-05,1.0 
K00670.01,2.961,0.1635,9.48961571,2.4e-05,1.0 
K00671.01,1.532,0.2705,4.22864988,1.02e-05,1.0 
K00671.02,1.384,0.2315,7.46662197,3.56e-05,2.0 
K00671.03,1.444,0.0755,16.25945734,8.92e-05,3.0 
K00671.04,1.237,0.0725,11.1317519,8.07e-05,4.0 
K00672.02,2.915,0.081,41.74949827,6.6e-05,1.0 
K00672.01,2.4017,0.0725,16.08786478,2.34e-05,2.0 
K00678.02,1.207,0.1335,4.138536769,6.44e-06,1.0 
K00678.01,1.212,0.1975,6.04045294,1.07e-05,2.0 
K00679.01,3.242,0.073,31.80474045,9.87e-05,1.0 
K00679.02,1.001,0.082,16.2583586,0.0002149,2.0 
K00687.01,1.9806,0.3275,4.178384927,7.27e-06,1.0 
K00689.01,1.726,0.074,15.87364565,4.3e-05,1.0 
K00691.01,3.839,0.208,29.66629667,6.11e-05,1.0 
K00691.02,1.641,0.0825,16.2254649,0.0001556,2.0 
K00692.01,1.462,0.1795,2.462342175,3.92e-06,1.0 
K00692.02,2.2029,0.095,4.82297735,5.35e-06,2.0 
K00693.02,3.187,0.0725,15.66057659,4.13e-05,1.0 
K00693.01,3.032,0.2635,28.7795813,0.0001849,2.0 
K00694.01,3.036,0.1575,17.4211749,2.07e-05,1.0 
K00695.01,2.243,0.3115,29.90722674,5.37e-05,1.0 
K00697.01,3.1987,0.1805,3.032145588,3.31e-06,1.0 
K00700.01,2.433,0.1005,30.86437869,5.41e-05,1.0 
K00700.02,1.4215,0.4604,9.36063971,2.46e-05,2.0 
K00700.03,1.323,0.202,14.6671927,5.23e-05,3.0 
